"ID","Estimate","EstimateStderror","Hill","upper","lower","strain","antibiotic","MIC","EUCAST","quality","run","Etest_predicted_log","Etest_predicted","CI_low","CI_up"
"8_Ciprofloxacin_80strains1.txt",-6.31085677929484,0.102284618465689,2.63511768622986,100.000073300664,0.342023892915834,"Fluorometric8","Ciprofloxacin","0.004","S","quality ok","training",-5.21301266011337,0.00544524428170401,0.00415162833185272,0.00710296618595749
"8_Ceftriaxone_80strains1.txt",-7.38203798308373,0.0793334280084439,1.01396088471564,100.001798845719,2.99619644736509,"Fluorometric8","Ceftriaxone","0.004","S","quality ok","training",-6.28480550409301,0.001864419556489,0.00143713437236296,0.00241328225610553
"8_Cefixime_80strains1.txt",-6.70877852627362,0.0962404488147764,0.953688238273729,99.9963739010191,2.38617452543111,"Fluorometric8","Cefixime","0.016","S","quality ok","training",-5.611161618821,0.00365681905975107,0.00280142213747876,0.00476470608630965
"8_Azithromycin_80strains1.txt",-1.80182091637487,0.119325866570229,2.08864827255718,100.000001465125,0.0977064757102873,"Fluorometric8","Azithromycin","2","R","quality ok","training",-0.701402155717711,0.49588950179374,0.386620639507969,0.635034388604278
"84_Tetracycline_80strains11.txt",0.200226312818855,0.203290229905052,1.92729265768905,99.9999834243459,0.804272573965734,"Fluorometric84","Tetracycline","4","R","quality ok","training",1.30178823445084,3.67586410063552,2.44145784135208,5.55333214351055
"84_Spectinomycin_80strains11.txt",1.11252959222224,0.0299758207329584,2.44672570959046,100.00004520538,1.44682348111268,"Fluorometric84","Spectinomycin","16","S","quality ok","training",2.21461243538445,9.15785916157053,8.04613436231041,10.4276571237574
"84_Penicillin_80strains11.txt",-0.508248715097456,0.224841423907881,1.04767569113258,100.001511765296,-1.83463881695084,"Fluorometric84","Penicillin","2","R","quality ok","training",0.592908670122129,1.80924326120406,1.1558911504045,2.84114112545864
"84_Ciprofloxacin_80strains11.txt",2.08496147281392,0.247414437201452,2.46143984871954,100.000079537386,-0.256249850308875,"Fluorometric84","Ciprofloxacin",">32","R","Etest above limit of detection","training",2.08496147281392,8.04428155219513,14.6525463696431,40.2468136710282
"84_Ceftriaxone_80strains11.txt",-0.93097362565567,0.249750487528482,2.42906848185304,99.9999106700155,1.23489234921864,"Fluorometric84","Ceftriaxone","0.5","R","quality ok","training",0.169942385327688,1.18523656233701,0.723495939878573,1.94754153893876
"84_Cefixime_80strains11.txt",0.471308445368151,0.281539672757903,2.88234079593292,100.002654092961,0.931365956427169,"Fluorometric84","Cefixime","2","R","quality ok","training",1.57302515381554,4.82121106024802,2.74239917184817,8.47492826147552
"84_Azithromycin_80strains11.txt",-1.30223248415947,0.07864619926756,2.06048771798757,100.000143001028,4.89703668471572,"Fluorometric84","Azithromycin","1","R","quality ok","training",-0.201528460502091,0.817480311328906,0.686061953423798,0.974564806976521
"83_Tetracycline_80strains11.txt",0.146641152934844,0.193362781489014,1.15717295589282,100.000021382409,1.42758884231484,"Fluorometric83","Tetracycline","4","R","quality ok","training",1.24817247765447,3.4839701027544,2.36271656111702,5.14787871126276
"83_Spectinomycin_80strains11.txt",1.66983251857298,0.613878497347853,4.66633907447088,99.999587366762,1.97442991598283,"Fluorometric83","Spectinomycin","16","S","quality ok","training",2.77223357948114,15.9943187247534,4.79527513810564,54.2392922859173
"83_Penicillin_80strains11.txt",-0.922569519449914,0.162230358403234,2.33484360474229,100.000144645561,2.05079752116865,"Fluorometric83","Penicillin","1","I","quality ok","training",0.178351290244534,1.19524512544632,0.860978632864935,1.66266787919094
"83_Ciprofloxacin_80strains11.txt",1.40370381995158,0.294326007785751,4.51410348317189,100.006160567393,1.79674203159256,"Fluorometric83","Ciprofloxacin",">32","R","Etest above limit of detection","training",1.40370381995158,4.07024754695099,6.8001357932488,22.243200267016
"83_Ceftriaxone_80strains11.txt",-0.289469353420639,0.564825230879914,5.44958749745825,100.002208517032,2.16267520335814,"Fluorometric83","Ceftriaxone","1","R","quality ok","training",0.811812953941001,2.25198703676764,0.741807265439714,6.84776650883318
"83_Cefixime_80strains11.txt",0.316299236046788,0.264272712430776,1.35644464827093,99.9999616360112,1.50388249463425,"Fluorometric83","Cefixime","2","R","quality ok","training",1.41792743485452,4.12855486804362,2.43963404434993,7.00373924551165
"83_Azithromycin_80strains11.txt",-1.2895084503281,0.147068940221459,1.1401925003404,99.9993027542658,2.28794732813834,"Fluorometric83","Azithromycin","1","R","quality ok","training",-0.188797161298203,0.827954430865301,0.615136656857135,1.11807404591557
"82_Tetracycline_80strains10.txt",0.230098867607228,0.100695205394459,2.67506045079577,99.9990630020973,0.754498567239539,"Fluorometric82","Tetracycline","4","R","quality ok","training",1.33167784634873,3.78739272252571,3.04648992940365,4.72458596483688
"82_Spectinomycin_80strains10.txt",0.997807469263448,0.226070833327051,2.49458960076321,100.000001940593,1.2216487055204,"Fluorometric82","Spectinomycin","16","S","quality ok","training",2.09982480655147,8.16473937841316,5.17038299193068,12.9805041459963
"82_Penicillin_80strains10.txt",0.183725717351232,0.202470242531811,2.69126871109024,99.9999845825718,0.327710808378982,"Fluorometric82","Penicillin","4","R","quality ok","training",1.28527821720908,3.61567375995759,2.40707504579314,5.44045616954284
"82_Ciprofloxacin_80strains10.txt",2.06744905643649,0.182443378643629,2.92089626203537,99.9999855587863,-0.076158309370385,"Fluorometric82","Ciprofloxacin",">32","R","Etest above limit of detection","training",2.06744905643649,7.90463310406647,16.2844440266836,35.0784765290989
"82_Ceftriaxone_80strains10.txt",-2.79251391582097,0.118092560467543,1.79986226161137,99.9999956716754,2.19431935493471,"Fluorometric82","Ceftriaxone","0.064","S","quality ok","training",-1.69266083691122,0.184029200257748,0.14333684320518,0.235834357378921
"82_Cefixime_80strains10.txt",-1.23978229607419,0.0911578974968412,1.54804178064144,100.000035162432,1.04330220961411,"Fluorometric82","Cefixime","0.25","R","quality ok","training",-0.139042613608743,0.870190945691651,0.714273331013954,1.05902038234379
"82_Azithromycin_80strains10.txt",-0.929959354271374,0.155024529518197,1.86171001362984,99.9999823955313,2.13545241774097,"Fluorometric82","Azithromycin","0.5","I","quality ok","training",0.170957235856895,1.18644001084642,0.865239847648496,1.62671940311588
"81_Tetracycline_80strains10.txt",0.251019635067437,0.220734054006241,2.54937625205553,99.9998917043469,1.04556534683091,"Fluorometric81","Tetracycline","4","R","quality ok","training",1.35261055948364,3.86750872516159,2.47897465238704,6.05923421310482
"81_Spectinomycin_80strains10.txt",0.838495443996903,0.130520999968173,1.89247999170484,100.000002885969,0.675819313454478,"Fluorometric81","Spectinomycin","16","S","quality ok","training",1.94042181475454,6.96168689363415,5.27664226100375,9.20388090830616
"81_Penicillin_80strains10.txt",6.90775527898214,0.278872105605554,1.87951472682593,100.000154138535,-1.88768199713006,"Fluorometric81","Penicillin",">32","R","Etest above limit of detection","training",6.90775527898214,1000,NA,NA
"81_Ciprofloxacin_80strains10.txt",1.76395488830289,0.203217476145726,1.85003737949689,100.000021089525,-0.834909205412609,"Fluorometric81","Ciprofloxacin",">32","R","Etest above limit of detection","training",1.76395488830289,5.83547045162736,11.5876905060394,26.7404638664421
"81_Ceftriaxone_80strains10.txt",-4.07150059812661,0.12624893835424,1.18864774819297,100.000084245657,2.89262500656049,"Fluorometric81","Ceftriaxone","0.064","S","quality ok","training",-2.97237781550618,0.0511814654448336,0.0388001494160082,0.0670768231174396
"81_Cefixime_80strains10.txt",-3.58846758508056,0.218635033947962,0.863298967880239,99.9999897198894,2.03590860736786,"Fluorometric81","Cefixime","<0,016","S","Etest below limit of detection","training",-3.58846758508056,0.0276406549376176,0.0532735191756126,0.128754410404192
"81_Azithromycin_80strains10.txt",9.21034037197618,3.06628529110025,0.740573388573155,99.7992208805333,-255.971373710875,"Fluorometric81","Azithromycin",">256","R","Etest above limit of detection","training",9.21034037197618,9999.99999999997,NA,NA
"80_Tetracycline_80strains10.txt",0.00615575962153691,0.0915376673505475,2.20187279565516,100.000250741436,0.637037233749523,"Fluorometric80","Tetracycline","1","I","quality ok","training",1.10760686774246,3.02710545556352,2.47599102395908,3.71024744496088
"80_Spectinomycin_80strains10.txt",0.915906176920456,0.295576786156607,2.50445015646821,99.9981869815144,1.26465907557832,"Fluorometric80","Spectinomycin","8","S","quality ok","training",2.01787674889754,7.5223361570363,4.18984999880256,13.5738824312701
"80_Penicillin_80strains10.txt",-2.85611629472454,0.252360205776192,2.46942760847994,100.001284699972,1.07628700648515,"Fluorometric80","Penicillin","0.125","I","quality ok","training",-1.75629953251921,0.172682689645885,0.104071100912045,0.285535015985616
"80_Ciprofloxacin_80strains10.txt",-6.29010233613439,0.214196040312836,1.28792651489562,99.9999886715309,1.4776224438261,"Fluorometric80","Ciprofloxacin","0.004","S","quality ok","training",-5.19224636624874,0.00555950409497482,0.00350984912538164,0.00870080926967864
"80_Ceftriaxone_80strains10.txt",-5.89334045248321,0.203072957939356,1.86843144472205,100.000008532231,3.24501454839451,"Fluorometric80","Ceftriaxone","0.002","S","quality ok","training",-4.79525793314604,0.00826886573813137,0.00535490245270493,0.012685993514704
"80_Cefixime_80strains10.txt",-5.39297308077515,0.279296678994106,3.17654967640656,99.9768473682715,6.14172967483469,"Fluorometric80","Cefixime","<0,016","S","Etest below limit of detection","training",-5.39297308077515,0.00454843036266607,0.00771937082252169,0.0239402793980678
"80_Azithromycin_80strains10.txt",-0.246558945324153,0.341457965743282,1.39510788688539,99.9999908596374,0.990397974521798,"Fluorometric80","Azithromycin","4","R","quality ok","training",0.854747863709193,2.35078158849562,1.19455683350115,4.62553196960247
"7_Tetracycline_80strains1.txt",0.058483510941245,0.166947880378856,2.12075164345375,100.000022725052,1.75367570715867,"Fluorometric7","Tetracycline","4","R","quality ok","training",1.15996449799926,3.1898200291129,2.27260176180822,4.50182920940099
"7_Spectinomycin_80strains1.txt",0.825127409056542,0.130472617589964,2.35087611173552,99.9999661153665,1.2911222713262,"Fluorometric7","Spectinomycin","16","S","quality ok","training",1.9270461467196,6.86918966592855,5.216088599176,9.08840553022463
"7_Penicillin_80strains1.txt",-0.328748813960909,0.0659083803181822,1.86878675440175,99.9999767038138,0.728966923369332,"Fluorometric7","Penicillin","2","R","quality ok","training",0.772511064985583,2.16519638205103,1.85218046054477,2.5352138445466
"7_Ciprofloxacin_80strains1.txt",1.46466832865918,0.077497102651739,3.39685229274531,99.9992052297258,0.73621022428631,"Fluorometric7","Ciprofloxacin","32","R","quality ok","training",2.56695224163401,13.0260635867018,10.7228407977885,15.8554958860857
"7_Ceftriaxone_80strains1.txt",-3.16665918353988,0.313164500366009,0.770728708571742,99.9999229499937,1.7828562198233,"Fluorometric7","Ceftriaxone","0.032","S","quality ok","training",-2.06701974008424,0.126562409077157,0.0678366384418533,0.235330415080764
"7_Cefixime_80strains1.txt",-2.85828299727638,0.410746677859631,0.725990079820204,100.000238142406,3.96480488455095,"Fluorometric7","Cefixime","0.016","S","quality ok","training",-1.75846747224956,0.172308729490265,0.076164213941331,0.388650741363682
"7_Azithromycin_80strains1.txt",1.84415983631573,0.281972047836247,1.16737209881678,99.9999774273449,1.82032401824237,"Fluorometric7","Azithromycin","16","R","quality ok","training",2.94666043742633,19.0422546230018,10.7968843601942,33.8081617867831
"79_Tetracycline_80strains10.txt",-1.29911277384078,0.0499798417009457,2.1951527296962,100.00000373485,1.70804071727736,"Fluorometric79","Tetracycline","0.25","I","quality ok","training",-0.198406968841264,0.820036056096396,0.720767017106448,0.932449353288189
"79_Spectinomycin_80strains10.txt",1.10417686486963,0.112922468936597,2.04930094173496,99.9999665304508,2.43397635347298,"Fluorometric79","Spectinomycin","32","S","quality ok","training",2.20625493865787,9.08164132241239,7.08463999680975,11.677272030154
"79_Penicillin_80strains10.txt",-3.81694217259958,0.0418294266802591,2.38340929896348,99.9999815679407,2.52184578554574,"Fluorometric79","Penicillin","0.125","I","quality ok","training",-2.71767403813448,0.0660281549257956,0.0573921745474866,0.0758749208222106
"79_Ciprofloxacin_80strains10.txt",-5.85668709493182,0.168547297732828,3.49386653859864,99.9981378232168,2.55766573276514,"Fluorometric79","Ciprofloxacin","0.004","S","quality ok","training",-4.75858364667383,0.00857774992246583,0.00592774726536432,0.0123690154182626
"79_Ceftriaxone_80strains10.txt",-6.68533745140426,0.150959485102857,1.57899571880782,100.00002267903,3.82621271343541,"Fluorometric79","Ceftriaxone","0.004","S","quality ok","training",-5.58770715919148,0.00374360151424792,0.00263448834074636,0.00529170753566532
"79_Cefixime_80strains10.txt",-5.56935379974589,0.220036562897222,3.31780972763431,100.000085988649,6.24348185981085,"Fluorometric79","Cefixime","0.016","S","quality ok","training",-4.4710862853235,0.0114348875508657,0.00720639111273496,0.017989919852026
"79_Azithromycin_80strains10.txt",-2.57948776171616,0.0761882101909341,2.28544175414367,100.000046671852,3.38005914435956,"Fluorometric79","Azithromycin","0.125","S","quality ok","training",-1.47951304572291,0.227748564523413,0.19129909713408,0.271110797021383
"78_Tetracycline_80strains10.txt",0.275891675334545,0.231941537643098,1.93116284167069,99.9999857842292,0.406638741627255,"Fluorometric78","Tetracycline","4","R","quality ok","training",1.37749680158644,3.96496410303351,2.4942270928082,6.29146311192199
"78_Spectinomycin_80strains10.txt",0.808882655074055,0.151853258911474,2.70091127542564,99.9999994938052,2.38855818227253,"Fluorometric78","Spectinomycin","16","S","quality ok","training",1.91079211704745,6.75844015446184,4.92651589056767,9.27184267060322
"78_Penicillin_80strains10.txt",-0.840695770212794,0.175586274233961,1.56844767359804,100.002171308533,0.419979616140572,"Fluorometric78","Penicillin","1","I","quality ok","training",0.260271789065593,1.29728262598816,0.912026674271701,1.84852625859575
"78_Ciprofloxacin_80strains10.txt",1.90461131787877,0.190822108237213,2.66346271034941,100.002480512459,-0.334159711949548,"Fluorometric78","Ciprofloxacin","32","R","quality ok","training",3.007146436544,20.2295910620539,13.6243909933589,30.0353363907569
"78_Ceftriaxone_80strains10.txt",-4.10653025074475,0.307057145532703,0.750661105166262,99.9930019638091,2.17837892943767,"Fluorometric78","Ceftriaxone","0.032","S","quality ok","training",-3.00742746991611,0.0494186463308844,0.0267406172827437,0.0908501364492301
"78_Cefixime_80strains10.txt",-3.41110364269027,0.432940407355444,0.983316539920387,99.9976240139179,5.63293459860653,"Fluorometric78","Cefixime","0.016","S","quality ok","training",-2.31160377604488,0.0991021863288071,0.0419515884158844,0.232745517710684
"78_Azithromycin_80strains10.txt",0.954707080478587,0.168519488448119,2.33729741409866,99.9999779787604,2.39024657989635,"Fluorometric78","Azithromycin","8","R","quality ok","training",2.05669980761669,7.82011927983474,5.50573478481805,11.0927775587119
"77_Tetracycline_80strains10.txt",3.10303671226132,0.211238569253641,2.34766472437023,100.000037575857,-1.78679041654563,"Fluorometric77","Tetracycline","64","R","quality ok","training",4.2062561270421,67.1048369479546,43.1192973851553,105.188975009611
"77_Spectinomycin_80strains10.txt",0.710702151043067,0.156455723013024,2.97644524368938,100.000079670281,0.899310069880461,"Fluorometric77","Spectinomycin","16","S","quality ok","training",1.81255555234064,6.12608297067737,4.43442207162276,8.5262249553932
"77_Penicillin_80strains10.txt",1.91906924030155,0.378791253081643,2.52965684678822,100.000592273879,0.173459563403609,"Fluorometric77","Penicillin","8","R","quality ok","training",3.02161261438276,20.5243628942718,9.66058237893578,43.7758771608038
"77_Ciprofloxacin_80strains10.txt",0.583496004048838,0.242139086561685,3.28001432675066,99.9999938524706,0.242664018409987,"Fluorometric77","Ciprofloxacin","32","R","quality ok","training",1.68527677114433,5.39394361372086,3.31408715237264,8.7723870327836
"77_Ceftriaxone_80strains10.txt",-5.2652480699691,0.872823867557132,5.91915566370806,99.996697321299,3.56929910322071,"Fluorometric77","Ceftriaxone","0.008","S","quality ok","training",-4.16680691238914,0.0155016794023247,0.00278691403852554,0.0868667727498007
"77_Cefixime_80strains10.txt",-4.6217236572231,0.128314701499106,1.824427454425,99.9999908585173,3.47990293205323,"Fluorometric77","Cefixime","0.016","S","quality ok","training",-3.52291504977269,0.0295132769798483,0.0221684364503857,0.0391193487581809
"77_Azithromycin_80strains10.txt",0.175121592309447,0.0698635042829791,2.1752940603956,100.000000487178,1.94493814933581,"Fluorometric77","Azithromycin","8","R","quality ok","training",1.27666917924625,3.58467989241506,3.03004749427853,4.24287896377175
"76_Tetracycline_80strains10.txt",0.0205306650144289,0.134328474518228,2.27159739112844,99.999121942489,0.55344133410711,"Fluorometric76","Tetracycline","1","I","quality ok","training",1.12198998114894,3.07095927785877,2.32743266632365,4.06796298173885
"76_Spectinomycin_80strains10.txt",0.807613054092459,0.216053074679845,2.06571929365371,99.9988012743409,1.07569883699464,"Fluorometric76","Spectinomycin","16","S","quality ok","training",1.90952179112876,6.74986018359722,4.35897397846188,10.4610683456322
"76_Penicillin_80strains10.txt",-2.01079864954291,0.796137396948701,7.77736237723782,100.000178232833,3.7079051371187,"Fluorometric76","Penicillin","0.25","I","quality ok","training",-0.91049921433706,0.402323328319167,0.0842386016039028,1.91804838131145
"76_Ciprofloxacin_80strains10.txt",-5.91016209883714,0.38527105471165,2.20382906895324,99.9999598315572,1.99240737177598,"Fluorometric76","Ciprofloxacin","0.016","S","quality ok","training",-4.81208918459288,0.00813085508380828,0.00376411153930297,0.0175817392820398
"76_Ceftriaxone_80strains10.txt",-5.35559938925612,0.951078230393441,6.57814243354836,99.9885729269876,7.84735999370848,"Fluorometric76","Ceftriaxone","0.004","S","quality ok","training",-4.25720982191875,0.0141617611716922,0.00215264525292948,0.09179854889395
"76_Cefixime_80strains10.txt",-5.15557190675795,0.470988480124969,6.78998011570488,100.000700914846,9.21319642666328,"Fluorometric76","Cefixime","0.016","S","quality ok","training",-4.05706812452667,0.0172996652993028,0.00677913739789654,0.0440486015370687
"76_Azithromycin_80strains10.txt",0.663879864161217,0.238941223929787,1.75744711491425,99.9999571533118,1.39938382465952,"Fluorometric76","Azithromycin","8","R","quality ok","training",1.76570653011991,5.84570106326015,3.63629528294598,9.49256059086656
"75_Tetracycline_80strains10.txt",0.485814198316775,0.246589265992535,2.31203958044311,100.000709033297,0.840132297866386,"Fluorometric75","Tetracycline","2","R","quality ok","training",1.58753918949119,4.89169656680218,2.98343901947927,8.03149255332229
"75_Spectinomycin_80strains10.txt",1.22335842475279,0.0579494451583493,2.78023391521755,100.000691697763,0.951482539474137,"Fluorometric75","Spectinomycin","16","S","quality ok","training",2.3255045507359,10.2318412666834,8.68512377175004,12.0560488203288
"75_Penicillin_80strains10.txt",-0.83870982232579,0.12099911027742,1.93639253581839,100.000719718799,0.608061783903774,"Fluorometric75","Penicillin","1","I","quality ok","training",0.262258870920912,1.29986299560926,1.01044085114118,1.67291562533425
"75_Ciprofloxacin_80strains10.txt",1.7460690900709,0.208498175735415,2.16960456942976,100.000058972993,-0.553452060516801,"Fluorometric75","Ciprofloxacin","32","R","quality ok","training",2.84851368175702,17.2621057811619,11.2408519582263,26.5624135136441
"75_Ceftriaxone_80strains10.txt",-2.6547989964843,0.360091555488097,0.919387346073047,100.000208085871,-0.287520329600487,"Fluorometric75","Ceftriaxone","0.064","S","quality ok","training",-1.55486728290542,0.21121741294225,0.102858567003295,0.434516775714923
"75_Cefixime_80strains10.txt",-1.60338386347683,0.230207525744251,1.18305158137309,99.9999912114818,0.87273703877221,"Fluorometric75","Cefixime","0.125","S","quality ok","training",-0.502851796054714,0.604803422005639,0.380510464097063,0.955690257817561
"75_Azithromycin_80strains10.txt",-0.700887776450143,0.351767691346062,2.95137020618951,100.00382634252,0.625194020858849,"Fluorometric75","Azithromycin","0.5","I","quality ok","training",0.400159612634508,1.4920628307155,0.746245403948927,2.98889182889918
"74_Tetracycline_80strains11.txt",0.474190537241878,0.153322230833559,2.78515629660357,99.9999996114234,0.49228227097249,"Fluorometric74","Tetracycline","4","R","quality ok","training",1.57590889135222,4.83513423329439,3.5288166655079,6.65062374168355
"74_Spectinomycin_80strains11.txt",1.0712451752013,0.289621451951037,3.38260610354758,100.000085327424,0.640099772294857,"Fluorometric74","Spectinomycin","16","S","quality ok","training",2.17330444512622,8.78727317988451,4.93995637249277,15.6375719779746
"74_Penicillin_80strains11.txt",-1.79191099023779,0.230778936397482,6.54720637194812,99.9990004396904,3.29082976592707,"Fluorometric74","Penicillin","1","I","quality ok","training",-0.691486571052372,0.500830994541541,0.316227169792165,0.79510036069143
"74_Ciprofloxacin_80strains11.txt",-5.65413707503004,0.206095030608421,3.2172383539036,99.9957560916792,2.91854663869771,"Fluorometric74","Ciprofloxacin","0.016","S","quality ok","training",-4.55591797151935,0.0105048526491404,0.0067988360922766,0.0161650409790555
"74_Ceftriaxone_80strains11.txt",-5.47992677611896,0.578154246634609,3.87185293261204,100.044482761078,8.22826135051832,"Fluorometric74","Ceftriaxone","0.008","S","quality ok","training",-4.38160819922312,0.0125052315375886,0.0039692024680418,0.0389823603340317
"74_Cefixime_80strains11.txt",-5.27306226976714,0.439699221247705,4.9795418827936,100.020221433764,9.70792125729907,"Fluorometric74","Cefixime","0.016","S","quality ok","training",-4.17462557406406,0.0153809496034424,0.00637996607377871,0.0364035179108804
"74_Azithromycin_80strains11.txt",0.143829795557967,0.388605681963043,3.21947383874475,99.9991935312626,1.2164880448118,"Fluorometric74","Azithromycin","8","R","quality ok","training",1.24535951500375,3.47418359597136,1.60269396899966,7.46105056055398
"73_Tetracycline_80strains9.txt",1.23445403573013,0.225815040354802,1.85741092790184,99.9999970331217,1.17413205119227,"Fluorometric73","Tetracycline","4","R","quality ok","training",2.33660649726281,10.3460675149209,6.56707191200402,16.3987407275612
"73_Spectinomycin_80strains9.txt",1.32406310722459,0.0792499328482145,1.71908163978184,99.9999932680266,4.55608975422955,"Fluorometric73","Spectinomycin","16","S","quality ok","training",2.42626673517933,11.3165554226004,9.31301079603019,13.7924927136324
"73_Penicillin_80strains9.txt",-1.04041768241944,0.131041953500871,2.27265337246558,100.000004977127,7.39427709460098,"Fluorometric73","Penicillin","1","I","quality ok","training",0.0604358364444539,1.06229943447478,0.809827604209593,1.38953748918452
"73_Ciprofloxacin_80strains9.txt",-5.14115387250306,0.164033526158817,1.23529344414932,99.9999853380218,5.05781261559586,"Fluorometric73","Ciprofloxacin","0.016","S","quality ok","training",-4.04264185763178,0.0175510437547819,0.0122791186637193,0.0249040201785037
"73_Ceftriaxone_80strains9.txt",-2.86630279026893,0.72053858615799,0.382743777995008,99.9653659428008,-2.32027526114367,"Fluorometric73","Ceftriaxone","0.008","S","quality ok","training",-1.76649184451189,0.17093159281898,0.0416034656054675,0.703485575840357
"73_Cefixime_80strains9.txt",-2.43822380167356,1.71622039273446,0.268250692184102,100.010232649171,-10.4426809163065,"Fluorometric73","Cefixime","0.016","S","quality ok","training",-1.33816842452311,0.262325698156633,0.00902230166715066,7.40016451802691
"73_Azithromycin_80strains9.txt",2.33454744485906,0.0881657618354852,1.94182061010276,99.999979740285,2.59634326955691,"Fluorometric73","Azithromycin","8","R","quality ok","training",3.4373280553363,31.1037395691108,24.9162012942537,38.9796385900154
"72_Tetracycline_80strains9.txt",1.17118674973168,0.047748833542126,1.57207559429543,100.000000387429,-0.587471043049746,"Fluorometric72","Tetracycline","4","R","quality ok","training",2.27330308589664,9.71142556752868,8.36611295001963,11.2806786536859
"72_Spectinomycin_80strains9.txt",1.14499681599719,0.0469763888638427,2.89219329700778,99.9996099271729,1.51503966839049,"Fluorometric72","Spectinomycin","16","S","quality ok","training",2.24709819781455,9.46024421069436,8.16284968361114,10.9835733955167
"72_Penicillin_80strains9.txt",-1.61998459825083,0.0988652537092145,2.38551920184173,99.9999496150935,3.92730809466209,"Fluorometric72","Penicillin","2","R","quality ok","training",-0.519462009781992,0.594840480261912,0.481040907116807,0.736017442603797
"72_Ciprofloxacin_80strains9.txt",-5.22108357881035,0.745138860051522,6.67144042316465,99.9983979197742,4.05864288562253,"Fluorometric72","Ciprofloxacin","0.016","S","quality ok","training",-4.12261720348226,0.0162020548291446,0.00372630566709335,0.0704203776444627
"72_Ceftriaxone_80strains9.txt",-5.56497639788952,0.797839812807623,0.474470221564103,99.9897016340855,2.99883548877572,"Fluorometric72","Ceftriaxone","0.016","S","quality ok","training",-4.46670638398815,0.011485081071212,0.00238497799841769,0.0544487802926452
"72_Cefixime_80strains9.txt",-5.27913799731609,1.32492996704383,5.77377308400198,100.006234201232,13.923227087144,"Fluorometric72","Cefixime","0.016","S","quality ok","training",-4.18070477082918,0.0152877294233691,0.00113860901852984,0.203423266370392
"72_Azithromycin_80strains9.txt",-0.412986507928842,0.0898375237571591,1.63664637093186,99.9985318562357,1.05386431943095,"Fluorometric72","Azithromycin","2","R","quality ok","training",0.688225271630708,1.99018036763317,1.63484407723192,2.42366907115606
"71_Tetracycline_80strains9.txt",0.904805160874013,0.0821148896173148,1.93866721168766,99.9999989306899,1.79061814161696,"Fluorometric71","Tetracycline","4","R","quality ok","training",2.00676939421525,7.43924521584348,6.11768805309099,9.04447613168665
"71_Spectinomycin_80strains9.txt",1.05421956233855,0.141041406476383,2.71169873599046,100.000075141831,2.54335889235277,"Fluorometric71","Spectinomycin","16","S","quality ok","training",2.1562691107065,8.63884687793073,6.40174567478816,11.6737184096441
